X Y Z
1.216564062289485242e+06 3.433747058493577060e+05 3.590062508845608590e+03
1.216564199501611292e+06 3.433767154239976662e+05 3.590114311688118050e+03
1.216564308372303843e+06 3.433787248923154548e+05 3.590050500478705999e+03
1.216564541134304833e+06 3.433807121900393395e+05 3.589986875217372472e+03
1.216565090440313332e+06 3.433826468474800931e+05 3.589923435904117923e+03
1.216565466383037623e+06 3.433846190546565922e+05 3.589860182538941444e+03
1.216565634387006517e+06 3.433866131709975889e+05 3.589912915121843525e+03
1.216565522714779014e+06 3.433886220068394323e+05 3.589850033652824095e+03
1.216565233342651743e+06 3.433906108871417819e+05 3.589787338131883189e+03
1.216564968500433490e+06 3.433926011480792658e+05 3.589724828559020807e+03
1.216564913994706236e+06 3.433946111854886985e+05 3.589662504934237404e+03
1.216565665986920474e+06 3.433964250799675938e+05 3.589600367257532071e+03
1.216566131270470098e+06 3.433983067328285542e+05 3.589538415528905261e+03
1.216566077242659871e+06 3.434003167003009585e+05 3.589592449748357012e+03
1.216566364506858867e+06 3.434023123052002629e+05 3.589530869915887706e+03
1.216566820213546278e+06 3.434042684858844150e+05 3.589469476031496470e+03
1.216567313488800544e+06 3.434062209022237803e+05 3.589524068095183793e+03
1.216568098554985132e+06 3.434071887215531897e+05 3.589463046106950060e+03
1.216567841198158683e+06 3.434082051760255708e+05 3.589518010066794432e+03
1.216567794089240953e+06 3.434098426788451034e+05 3.589457359974717292e+03
1.216567927255355753e+06 3.434097834878193680e+05 3.589396895830719586e+03
1.216568018612068379e+06 3.434115924738278845e+05 3.589105017634799424e+03
1.216568767289328389e+06 3.434132223339171614e+05 3.588929125386958276e+03
1.216567865939905867e+06 3.434150095010006917e+05 3.588869219087195233e+03
1.216568093665511347e+06 3.434169634899043594e+05 3.588693698735511134e+03
1.216569204403597629e+06 3.434185839218072942e+05 3.588518364331905559e+03
1.216569941704692319e+06 3.434204135392985772e+05 3.588459015876378089e+03
1.216570325763722882e+06 3.434223595269298530e+05 3.588399853368929598e+03
1.216570146458536154e+06 3.434241356370082358e+05 3.588109276809559560e+03
1.216570926120490069e+06 3.434251211205036379e+05 3.587934686198268082e+03
1.216570643698646454e+06 3.434270982567353058e+05 3.587760281535055128e+03
1.216570890176448505e+06 3.434290610043006018e+05 3.587701862819920734e+03
1.216571581288518384e+06 3.434309417175886338e+05 3.587643630052864410e+03
1.216572433749786345e+06 3.434327488217178616e+05 3.587585583233887064e+03
1.216572545040855417e+06 3.434333402446586406e+05 3.587411922362988207e+03
1.216572952091334155e+06 3.434353133899381501e+05 3.587470047440167946e+03
1.216573729650459252e+06 3.434371502499577473e+05 3.587296758465426592e+03
1.216573444023655728e+06 3.434391337851044955e+05 3.587239455438763343e+03
1.216574603631934151e+06 3.434406420655616093e+05 3.587182338360178619e+03
1.216574413864924572e+06 3.434425729609359405e+05 3.587009607229672383e+03
1.216574573365059914e+06 3.434445732582790079e+05 3.586952862047244707e+03
1.216575184873163234e+06 3.434464746995708556e+05 3.586896302812895556e+03
1.216575639599415241e+06 3.434484313314977335e+05 3.586839929526624928e+03
1.216576102922275197e+06 3.434503873356515542e+05 3.586783742188432825e+03
1.216576877563070739e+06 3.434522268623800483e+05 3.586727740798319246e+03
1.216577452047659783e+06 3.434540904613211751e+05 3.586671925356284191e+03
1.216577290592329344e+06 3.434560751340549905e+05 3.586732095862327697e+03
1.216576984260710888e+06 3.434578034410852124e+05 3.586676652316449690e+03
1.216577965609111590e+06 3.434592426809896133e+05 3.586621394718650663e+03
1.216577403234228259e+06 3.434607453701404156e+05 3.586566323068930160e+03
1.216577460743727162e+06 3.434626743899802677e+05 3.586395637367287691e+03
1.216578386776893167e+06 3.434644203626457020e+05 3.586340937613723781e+03
1.216578542361681117e+06 3.434664110414959141e+05 3.586286423808238851e+03
1.216578022868843516e+06 3.434683567434625002e+05 3.586347895950832026e+03
1.216577680810633348e+06 3.434683512871123385e+05 3.586293754041504144e+03
1.216578269873343408e+06 3.434686286740499781e+05 3.586239798080254332e+03
1.216577845793621847e+06 3.434678338530006004e+05 3.586417628067083115e+03
1.216577978038789937e+06 3.434692651069626445e+05 3.586479844001990841e+03
1.216578409522490809e+06 3.434710629044031375e+05 3.586426445884976602e+03
1.216578351214684779e+06 3.434728812498992193e+05 3.586489033716041376e+03
1.216577917037220206e+06 3.434748034208032186e+05 3.586436007495184185e+03
1.216578135967291426e+06 3.434768077761142631e+05 3.586498967222406009e+03
1.216578080920738401e+06 3.434788223397477996e+05 3.586446312897706321e+03
1.216577866305384785e+06 3.434808147216578946e+05 3.586509644521084738e+03
1.216577850609103451e+06 3.434828314085716265e+05 3.586573162092542134e+03
1.216578101945780218e+06 3.434848336038816487e+05 3.586521065612078019e+03
1.216578605086100521e+06 3.434867810513032600e+05 3.586584955079692008e+03
1.216577625034931581e+06 3.434883350705138873e+05 3.586649030495384977e+03
1.216577607456530910e+06 3.434898104065863881e+05 3.586597491859156435e+03
1.216578089939795434e+06 3.434916917077730759e+05 3.586430339171006835e+03
1.216577219719612738e+06 3.434934686712991679e+05 3.586379172430935341e+03
1.216577397769794334e+06 3.434953955172592541e+05 3.586328191638941917e+03
1.216577515264332294e+06 3.434973944375747233e+05 3.586277396795027471e+03
1.216577532921998296e+06 3.434994051423447090e+05 3.586226787899191550e+03
1.216577506350798765e+06 3.435014143530964502e+05 3.586176364951434152e+03
1.216577327756785555e+06 3.435034181490844931e+05 3.586126127951755279e+03
1.216577134212847799e+06 3.435054235189639148e+05 3.586191876900154966e+03
1.216577328768090811e+06 3.435073912986899377e+05 3.586142011796633142e+03
1.216577836887232726e+06 3.435093354021161213e+05 3.586092332641189842e+03
1.216578028940920020e+06 3.435113175396940787e+05 3.586042839433825065e+03
1.216577531336942688e+06 3.435132653190086712e+05 3.585993532174538814e+03
1.216577446537884185e+06 3.435152642484678072e+05 3.585944410863331086e+03
1.216577907102090074e+06 3.435171973915841081e+05 3.585895475500202338e+03
1.216578192937100772e+06 3.435191697696852498e+05 3.585846726085152113e+03
1.216578263431958389e+06 3.435211815552127082e+05 3.585913962618179994e+03
1.216578150400482351e+06 3.435231870246726321e+05 3.585865585099286363e+03
1.216577902923768386e+06 3.435251840873592300e+05 3.585817393528471712e+03
1.216577781378847081e+06 3.435271874291623826e+05 3.585769387905735130e+03
1.216577871569413692e+06 3.435291990918410593e+05 3.585837368231077107e+03
1.216578226226193598e+06 3.435311833374759881e+05 3.585789734504498028e+03
1.216578201660871971e+06 3.435331810614312999e+05 3.585742286725997019e+03
1.216578033321701456e+06 3.435351858222049777e+05 3.585810824895574569e+03
1.216577958252456039e+06 3.435371803776745801e+05 3.585763749013231063e+03
1.216578798754388234e+06 3.435390059937279439e+05 3.585716859078965626e+03
1.216578901917769574e+06 3.435410125940965372e+05 3.585670155092779169e+03
1.216578891475166660e+06 3.435430238163380418e+05 3.585623637054670780e+03
1.216578827074120520e+06 3.435450355610464467e+05 3.585577304964641371e+03
1.216578775681978324e+06 3.435470473636623356e+05 3.585646958822690067e+03
1.216578657635990530e+06 3.435490575070078485e+05 3.585600998628817706e+03
1.216578515693966998e+06 3.435510664982412709e+05 3.585555224383024324e+03
1.216578724884956842e+06 3.435530700946883881e+05 3.585625436085308138e+03
1.216578658537789481e+06 3.435550798465912812e+05 3.585580033735671805e+03
1.216578621953940718e+06 3.435570918761799694e+05 3.585650617334113576e+03
1.216578733312736033e+06 3.435591049641647260e+05 3.585721386880633418e+03
1.216578719815892167e+06 3.435611226310445927e+05 3.585676542375232202e+03
1.216578982907189289e+06 3.435631087431208580e+05 3.585747683817909547e+03
1.216579441877841251e+06 3.435650732460324652e+05 3.585819011208665415e+03
1.216579811738621444e+06 3.435670525503952522e+05 3.585890524547499808e+03
1.216579860321744112e+06 3.435690699483110802e+05 3.585962223834412271e+03
1.216579912294381997e+06 3.435710872034251806e+05 3.586034109069403712e+03
1.216579966177807422e+06 3.435731043780369801e+05 3.586106180252473678e+03
1.216580191593294032e+06 3.435751095638784464e+05 3.586178437383622168e+03
1.216580321054503787e+06 3.435771206020092359e+05 3.586250880462849182e+03
1.216580469777821796e+06 3.435791240818252554e+05 3.586323509490154720e+03
1.216580863254348980e+06 3.435811025030649616e+05 3.586280524465538747e+03
1.216581150712128496e+06 3.435830998483194271e+05 3.586353525389001334e+03
1.216581273093342315e+06 3.435851132620744174e+05 3.586426712260542899e+03
1.216581341751731699e+06 3.435871285147312446e+05 3.586500085080162535e+03
1.216581483516584150e+06 3.435891280883030267e+05 3.586457843847860659e+03
1.216582046919868793e+06 3.435910648194225505e+05 3.586531588563637342e+03
1.216582540825321339e+06 3.435930179301768658e+05 3.586489719227492515e+03
1.216582750280489214e+06 3.435950085512477090e+05 3.586563835839426247e+03
1.216582768612524495e+06 3.435970240888593253e+05 3.586522338399438922e+03
1.216582609342906857e+06 3.435990329652262735e+05 3.586596826907529703e+03
1.216582499375661602e+06 3.436010440607343917e+05 3.586555701363698972e+03
1.216582501636869507e+06 3.436030600286863046e+05 3.586630561767947256e+03
1.216582681179299485e+06 3.436050653799644206e+05 3.586589808120273574e+03
1.216582891384744784e+06 3.436070695531045785e+05 3.586665040420678451e+03
1.216582998737773625e+06 3.436090826288817916e+05 3.586624658669162272e+03
1.216583413332752883e+06 3.436110398419572739e+05 3.586700262865724198e+03
1.216583974585944554e+06 3.436129721047131461e+05 3.586776053010365104e+03
1.216584192360852612e+06 3.436149776250012801e+05 3.586736229103084042e+03
1.216583853746743407e+06 3.436169480079293717e+05 3.586812391143881996e+03
1.216583598478124011e+06 3.436189370386133087e+05 3.586888739132758019e+03
1.216583602049007779e+06 3.436209519375411910e+05 3.586849473069712985e+03
1.216583885952460114e+06 3.436229498486707453e+05 3.586926192954746512e+03
1.216584221664159326e+06 3.436249392388319247e+05 3.587003098787858107e+03
1.216584584093793528e+06 3.436269243243290111e+05 3.587080190569048682e+03
1.216584912454830250e+06 3.436289154201076599e+05 3.587157468298317781e+03
1.216585078139802441e+06 3.436309246064129984e+05 3.587234931975664949e+03
1.216585224672086304e+06 3.436329361152696074e+05 3.587312581601091097e+03
1.216585516412087483e+06 3.436349324242135044e+05 3.587506217174595804e+03
1.216585791070623323e+06 3.436369312720165472e+05 3.587584238696179000e+03
1.216586052287951345e+06 3.436389321176184458e+05 3.587662446165840720e+03
1.216586278557516634e+06 3.436409372387448093e+05 3.587740839583580509e+03
1.216586507001942955e+06 3.436429415583853843e+05 3.587819418949399278e+03
1.216586987495183013e+06 3.436449015093041817e+05 3.587898184263296571e+03
1.216587515997581650e+06 3.436468487438782468e+05 3.587977135525272388e+03
1.216587984012214234e+06 3.436488061338062980e+05 3.588056272735326729e+03
1.216588205255527748e+06 3.436508116203025565e+05 3.588135595893459595e+03
1.216588531295761932e+06 3.436528005808842136e+05 3.588099304999670949e+03
1.216588862582086120e+06 3.436547882822513347e+05 3.588179000053960863e+03
1.216589344334142050e+06 3.436567298846183112e+05 3.588143081056329265e+03
1.216590187242613174e+06 3.436585605364019284e+05 3.588223148006776682e+03
1.216591011242949869e+06 3.436604006601309520e+05 3.588187600905302133e+03
1.216591231992030051e+06 3.436623898723406019e+05 3.588268039751906144e+03
1.216591494627309032e+06 3.436643817413272336e+05 3.588232864546589099e+03
1.216592032456201501e+06 3.436663179144316819e+05 3.588313675289350158e+03
1.216592628260326805e+06 3.436682385901901289e+05 3.588278871980190161e+03
1.216593155230743578e+06 3.436701730956661631e+05 3.588244254619108233e+03
1.216593319179909769e+06 3.436721468336611288e+05 3.588209823206104829e+03
1.216593295695167501e+06 3.436740776046735118e+05 3.588059777741180369e+03
1.216592892029347830e+06 3.436760477663644706e+05 3.588025718224334014e+03
1.216592990402613999e+06 3.436780344464156078e+05 3.587991844655566183e+03
1.216592414914565161e+06 3.436795376859237440e+05 3.587958157034877331e+03
1.216590858531131176e+06 3.436789784475724446e+05 3.587808855362266513e+03
1.216590157099818811e+06 3.436800405481396010e+05 3.587891339637734745e+03
1.216589770245951135e+06 3.436820060845118132e+05 3.587858209861281011e+03
1.216589462901116582e+06 3.436839976032372215e+05 3.587941066032906292e+03
1.216589200941210147e+06 3.436859908284372650e+05 3.587908308152610061e+03
1.216589220073868055e+06 3.436880050721382722e+05 3.587991536220392391e+03
1.216589541808016133e+06 3.436899785459772684e+05 3.587959150236252754e+03
1.216590090703473892e+06 3.436918989210766158e+05 3.587926950200192096e+03
1.216591207926667063e+06 3.436935641170326853e+05 3.587894936112209962e+03
1.216592331490617245e+06 3.436952301822336740e+05 3.587863107972305897e+03
1.216593623389531393e+06 3.436966443086053478e+05 3.587831465780480812e+03
1.216593057512562023e+06 3.436962685900092474e+05 3.587684209536734215e+03
1.216593891513426090e+06 3.436971978446690482e+05 3.587652939241066179e+03
1.216594921119463630e+06 3.436985002564592869e+05 3.587621854893476666e+03
1.216595256020841189e+06 3.437004799377991585e+05 3.587590956493965223e+03
1.216595449763508979e+06 3.437024826143011451e+05 3.587560244042532759e+03
1.216595608756133355e+06 3.437044824077402009e+05 3.587529717539178819e+03
1.216595967249234673e+06 3.437064159749256796e+05 3.587499376983903858e+03
1.216595774068369297e+06 3.437084219194087200e+05 3.587469222376706966e+03
1.216595516098008025e+06 3.437104176890982781e+05 3.587439253717588599e+03
1.216595313425030792e+06 3.437124199322453933e+05 3.587525271006548792e+03
1.216595160688761156e+06 3.437144270434973296e+05 3.587495674243587473e+03
1.216595038406321546e+06 3.437164362817225046e+05 3.587466263428704679e+03
1.216595093519981019e+06 3.437184435318419128e+05 3.587437038561900408e+03
1.216594880255510798e+06 3.437204289961310569e+05 3.587407999643174662e+03
1.216594801865998423e+06 3.437224140366562642e+05 3.587263346672527405e+03
1.216594645634433720e+06 3.437243855122169480e+05 3.587234679649959162e+03
1.216594719208274502e+06 3.437263447083816864e+05 3.587090398575468953e+03
1.216595198341071606e+06 3.437282792842769995e+05 3.587062103449057759e+03
1.216596052385162795e+06 3.437300895636267378e+05 3.586918194270724598e+03
1.216596699171743589e+06 3.437319820023282082e+05 3.586890271040470452e+03
1.216596925254739355e+06 3.437339558802919928e+05 3.586862533758294376e+03
1.216596938008870929e+06 3.437359597622423898e+05 3.586719182424196788e+03
1.216596924954599002e+06 3.437379654091428383e+05 3.586691817038178215e+03
1.216596978882714640e+06 3.437399738612154615e+05 3.586664637600237711e+03
1.216597406757104676e+06 3.437418819696985884e+05 3.586637644110375732e+03
1.216597460136995884e+06 3.437438684728402295e+05 3.586610836568592731e+03
1.216597213028134312e+06 3.437450428887279704e+05 3.586584214974887800e+03
1.216597278613778297e+06 3.437470558150775032e+05 3.586673579329261884e+03
1.216597591041055042e+06 3.437489890747674508e+05 3.586647329631714001e+03
1.216598196975111961e+06 3.437508861221568659e+05 3.586505465882245517e+03
1.216597964038235135e+06 3.437528046379553853e+05 3.586479588080854683e+03
1.216598291465935297e+06 3.437545341663797153e+05 3.586453896227542828e+03
1.216599416559008183e+06 3.437561811430613161e+05 3.586428390322309497e+03
1.216600494212006219e+06 3.437578431112687686e+05 3.586403070365154235e+03
1.216601944849879248e+06 3.437592222863012576e+05 3.586262136356077917e+03
1.216603581288319081e+06 3.437603885706319124e+05 3.586352988295080195e+03
1.216605129492509412e+06 3.437616635294891312e+05 3.586212426182160925e+03
1.216605982651792001e+06 3.437634553216901259e+05 3.586187850017319761e+03
1.216607397155781975e+06 3.437647968963734456e+05 3.586163459800557575e+03
1.216608298986588139e+06 3.437665782820374006e+05 3.586023455531874333e+03
1.216608944431908894e+06 3.437684748871736228e+05 3.585999437211269196e+03
1.216609852455199230e+06 3.437702273117587320e+05 3.585975604838742584e+03
1.216611291653769556e+06 3.437715492830936564e+05 3.585836158414294459e+03
1.216612512579501607e+06 3.437730542063752655e+05 3.585696897937924859e+03
1.216613308184287278e+06 3.437748802158653270e+05 3.585673623409633365e+03
1.216614412745177280e+06 3.437765328254724154e+05 3.585534734829420813e+03
1.216615515576754929e+06 3.437781983381921891e+05 3.585511832197286822e+03
1.216616526284497930e+06 3.437799264269176638e+05 3.585489115513231809e+03
1.216617585381039418e+06 3.437816186606365955e+05 3.585466584777254866e+03
1.216618336005538702e+06 3.437834511632076465e+05 3.585328439989356866e+03
1.216618906029082369e+06 3.437853499924072530e+05 3.585190481149536936e+03
1.216618935352138011e+06 3.437873586213663220e+05 3.585168508257795565e+03
1.216618746498082066e+06 3.437893450499466271e+05 3.585030921314132684e+03
1.216619650421015918e+06 3.437911189324664883e+05 3.585009320318548362e+03
1.216620045902648009e+06 3.437930605460332008e+05 3.584872105271042983e+03
1.216621172421120806e+06 3.437946776125019533e+05 3.584735076171615674e+03
1.216622197064466542e+06 3.437963855443313369e+05 3.584714033020267379e+03
1.216622751133330865e+06 3.437982971383875702e+05 3.584693175816997609e+03
1.216623045202685520e+06 3.437999092623483739e+05 3.584556704561805873e+03
1.216623358009544201e+06 3.437990044470800785e+05 3.584536219254692696e+03
1.216625152290416416e+06 3.437995865358929732e+05 3.584515919895658499e+03
1.216626113127225544e+06 3.438013576228211750e+05 3.584611606484702406e+03
1.216626299904088955e+06 3.438033521356661222e+05 3.584591679021825257e+03
1.216625717705970397e+06 3.438052228388922522e+05 3.584571937507026178e+03
1.216626451236936264e+06 3.438070263332324685e+05 3.584552381940306077e+03
1.216626153129337355e+06 3.438090180629786337e+05 3.584533012321664046e+03
1.216624842061709613e+06 3.438104873711251421e+05 3.584629628651101029e+03
1.216624256873682374e+06 3.438122902789948275e+05 3.584610630928616047e+03
1.216623226973914076e+06 3.438140158480168902e+05 3.584591819154210043e+03
1.216623245046817698e+06 3.438139381425160100e+05 3.584688993327882599e+03
1.216623792345116846e+06 3.438136357996982406e+05 3.585017953449633296e+03
1.216623520615361631e+06 3.438140942877727794e+05 3.585231299519462937e+03
1.216624007315875962e+06 3.438134042655781377e+05 3.585560631537371137e+03
1.216623662574153394e+06 3.438136772123543778e+05 3.585542749503357754e+03
1.216623437509703916e+06 3.438134656289361883e+05 3.585640853417422477e+03
1.216623488278637640e+06 3.438138820455521345e+05 3.585739143279566179e+03
1.216623235538264271e+06 3.438146151315160096e+05 3.585721819089788369e+03
1.216623573271620320e+06 3.438163098973656306e+05 3.585704680848089083e+03
1.216623445248342585e+06 3.438183129930376308e+05 3.585687728554468322e+03
1.216623015420912765e+06 3.438202665874590166e+05 3.585670962208926085e+03
1.216622409812062513e+06 3.438221847677003825e+05 3.585654381811462372e+03
1.216621875495112501e+06 3.438241243956904509e+05 3.585637987362077183e+03
1.216621362159601413e+06 3.438260693613153999e+05 3.585621778860770974e+03
1.216620815713661257e+06 3.438280059068956180e+05 3.585721556307542869e+03
1.216620242647762178e+06 3.438299356832634076e+05 3.585705719702393253e+03
1.216619835063308943e+06 3.438319077809364535e+05 3.585690069045322161e+03
1.216619442807492334e+06 3.438338816165901953e+05 3.585674604336329594e+03
1.216619101548319915e+06 3.438358615763707785e+05 3.585659325575415551e+03
1.216618839776479639e+06 3.438378539509861730e+05 3.585644232762580032e+03
1.216618144564884016e+06 3.438397146852231817e+05 3.585629325897823492e+03
1.216617294111657888e+06 3.438415293248239905e+05 3.585614604981145021e+03
1.216616465469310991e+06 3.438433531576038804e+05 3.585600070012545075e+03
1.216615966178699397e+06 3.438452974539860152e+05 3.585585720992023653e+03
1.216615586987418123e+06 3.438472638810670469e+05 3.585571557919581210e+03
1.216615319982255576e+06 3.438492502382405801e+05 3.585441780795217255e+03
1.216615139937765198e+06 3.438512508489773609e+05 3.585427989618931406e+03
1.216614670774739003e+06 3.438531940339033608e+05 3.585414384390724535e+03
1.216614130648419727e+06 3.438551273760038894e+05 3.585400965110595735e+03
1.216613655933219939e+06 3.438570806715938961e+05 3.585387731778545913e+03
1.216613386590440758e+06 3.438590752037541824e+05 3.585374684394574160e+03
1.216613114022342023e+06 3.438610710580623709e+05 3.585477622958681422e+03
1.216612662253443617e+06 3.438630318919170531e+05 3.585464947470866719e+03
1.216612143982116599e+06 3.438649806607768405e+05 3.585568257931131029e+03
1.216611626567678293e+06 3.438669244813662372e+05 3.585671754339473409e+03
1.216610422828779556e+06 3.438685430402035709e+05 3.585659636695894733e+03
1.216609340037364978e+06 3.438702318328929250e+05 3.585763505000394616e+03
1.216608525668067625e+06 3.438720764975246275e+05 3.585751759252972533e+03
1.216607335514290025e+06 3.438736969596840790e+05 3.585855999453629465e+03
1.216606062480155844e+06 3.438752600282195490e+05 3.585960425602364921e+03
1.216604722810370848e+06 3.438767668197884341e+05 3.585949237699178866e+03
1.216603476710953284e+06 3.438783482808736153e+05 3.586054035744070916e+03
1.216602210430252366e+06 3.438799106271396158e+05 3.586043219737041909e+03
1.216600818616324570e+06 3.438813680406243075e+05 3.586148389678091462e+03
1.216599460584980901e+06 3.438828577690321254e+05 3.586137945567219504e+03
1.216598202535400167e+06 3.438844203079291619e+05 3.586243487404426105e+03
1.216597201581792906e+06 3.438861652334688697e+05 3.586233415189711195e+03
1.216596381107693305e+06 3.438879986086873105e+05 3.586223528923075264e+03
1.216595247585877310e+06 3.438896424185959622e+05 3.586213828604517403e+03
1.216593944983804831e+06 3.438911641713713761e+05 3.586204314234038065e+03
1.216592656783225015e+06 3.438926862618599553e+05 3.586079185811637217e+03
1.216591613609093940e+06 3.438943938085167902e+05 3.586070043337314928e+03
1.216590809631023556e+06 3.438962308645882877e+05 3.586061086811071164e+03
1.216589837971758796e+06 3.438979782658013282e+05 3.585936516232905888e+03
1.216588853530352470e+06 3.438997221853528172e+05 3.585927931602819172e+03
1.216587854307403089e+06 3.439014476775259245e+05 3.585919532920810980e+03
1.216586489927006653e+06 3.439029167494267458e+05 3.585911320186881767e+03
1.216585149716164451e+06 3.439044021402243525e+05 3.585787493401031043e+03
1.216584031344638905e+06 3.439060481130629778e+05 3.585779652563258423e+03
1.216583356540952809e+06 3.439079361224065069e+05 3.585887797673564364e+03
1.216582184822800104e+06 3.439095604918321478e+05 3.585880328731949248e+03
1.216580387820690405e+06 3.439104729621175211e+05 3.585873045738412202e+03
1.216579182138617383e+06 3.439120472663450637e+05 3.585981748692953715e+03
1.216578474388156319e+06 3.439139219011281384e+05 3.585974837595574172e+03
1.216577066625820938e+06 3.439151256103599444e+05 3.586083912446272734e+03
1.216575578183210921e+06 3.439163340883315541e+05 3.586077373245050239e+03
1.216574653108307160e+06 3.439181030864039203e+05 3.586071019991905814e+03
1.216573952896978706e+06 3.439199337322026840e+05 3.586064852686840368e+03
1.216572732007001527e+06 3.439215283301555319e+05 3.586058871329852991e+03
1.216571612577560591e+06 3.439231946451453841e+05 3.585937275920944558e+03
1.216570904353811871e+06 3.439250463246044237e+05 3.585931666460114229e+03
1.216570169260378694e+06 3.439269084470827365e+05 3.585926242947362880e+03
1.216569773870775243e+06 3.439288701629107818e+05 3.585805205382690474e+03
1.216568992912450340e+06 3.439306689597340883e+05 3.585800153766095718e+03
1.216567436268634396e+06 3.439318356960845413e+05 3.585795288097579942e+03
1.216565781340231653e+06 3.439329703829481732e+05 3.585790608377142689e+03
1.216564386893499643e+06 3.439344058623133460e+05 3.585786114604783506e+03
1.216563215627537109e+06 3.439359904436489451e+05 3.585781806780503302e+03
1.216561262291135732e+06 3.439364804032623651e+05 3.585777684904301623e+03
1.216559315179784317e+06 3.439369795338737313e+05 3.585889548976178503e+03
1.216557635030206060e+06 3.439378921268196427e+05 3.585769998996133836e+03
1.216556340626393678e+06 3.439394181381938397e+05 3.585766434964167729e+03
1.216554889967066934e+06 3.439407977686919039e+05 3.585763056880280146e+03
1.216553438086836832e+06 3.439421592656006105e+05 3.585644064744471507e+03
1.216552822262995411e+06 3.439438479543336434e+05 3.585525258556740937e+03
1.216551678679221310e+06 3.439453732870889362e+05 3.585522438317088927e+03
1.216550313362779096e+06 3.439468427362679504e+05 3.585519804025515441e+03
1.216549692171902861e+06 3.439487508969734772e+05 3.585401555682020444e+03
1.216548248027891153e+06 3.439501296440981678e+05 3.585399293286604006e+03
1.216546897450454067e+06 3.439516057799838600e+05 3.585397216839266093e+03
1.216545947406344581e+06 3.439532043094171677e+05 3.585279526340006669e+03
1.216544119278151309e+06 3.439540168628675747e+05 3.585162021788826223e+03
1.216542872381121619e+06 3.439555284940065467e+05 3.585160503185723883e+03
1.216541293685139855e+06 3.439566833715356188e+05 3.585043370530700486e+03
1.216539670990294777e+06 3.439577674145304481e+05 3.584926423823755158e+03
1.216538358725363389e+06 3.439592645734333782e+05 3.584809663064888355e+03
1.216536681021160912e+06 3.439602565267101163e+05 3.584693088254100076e+03
1.216534877850332297e+06 3.439610110667772242e+05 3.584692499391390811e+03
1.216533313038266497e+06 3.439622753597904230e+05 3.584692096476759616e+03
1.216531319560190896e+06 3.439621343710803194e+05 3.584691879510206945e+03
1.216529577730594436e+06 3.439629856290358584e+05 3.584691848491733708e+03
1.216527661628210917e+06 3.439631856841082335e+05 3.584576203421338050e+03
1.216525779741397826e+06 3.439625900862568524e+05 3.584692344299021443e+03
1.216523990027152933e+06 3.439632620195330819e+05 3.584692871124782869e+03
1.216522051670397865e+06 3.439636231914653908e+05 3.584693583898623274e+03
1.216520120324570686e+06 3.439641915611409931e+05 3.584694482620541748e+03
1.216518446198476013e+06 3.439653064977042959e+05 3.584811367290539238e+03
1.216519682646116940e+06 3.439644748599585728e+05 3.584928437908615251e+03
1.216519778433975996e+06 3.439648372349881101e+05 3.585277294474769405e+03
1.216517867091323249e+06 3.439654335790738114e+05 3.585278936989002432e+03
1.216516076855114428e+06 3.439663372507165186e+05 3.585280765451313982e+03
1.216514173459337559e+06 3.439669139809277840e+05 3.585282779861703602e+03
1.216512380926587153e+06 3.439677079135460081e+05 3.585169180220172166e+03
1.216510650591339450e+06 3.439686964042894542e+05 3.585055766526719253e+03
1.216508858406250132e+06 3.439695645788888214e+05 3.585058338781344901e+03
1.216507330032931408e+06 3.439708448267881759e+05 3.584945296984049037e+03
1.216505854115679860e+06 3.439721564112717751e+05 3.584832441134831697e+03
1.216504080573824933e+06 3.439727432301662629e+05 3.584603971233692846e+03
1.216502212604218628e+06 3.439732566802360234e+05 3.584491487280632555e+03
1.216500430189289851e+06 3.439740994715171400e+05 3.584379189275650788e+03
1.216498670098304050e+06 3.439750111148097785e+05 3.584267077218747545e+03
1.216496769420790486e+06 3.439753287310254527e+05 3.584039351109923246e+03
1.216494793926422251e+06 3.439753828058870859e+05 3.583927610949177051e+03
1.216492800748203648e+06 3.439754082290747319e+05 3.583931856736509417e+03
1.216490840136121493e+06 3.439753059734498383e+05 3.583704688471920235e+03
1.216488913169631734e+06 3.439749635772444308e+05 3.583593506155409614e+03
1.216486944077679887e+06 3.439748209870916908e+05 3.583482509786977516e+03
1.216485084550840780e+06 3.439741688912687241e+05 3.583371699366624853e+03
1.216483129810601939e+06 3.439739086030820617e+05 3.583376874894349839e+03
1.216481211694701109e+06 3.439742063227720791e+05 3.583266436370153315e+03
1.216479429038984003e+06 3.439751045169396675e+05 3.583271983794035350e+03
1.216477557063761400e+06 3.439757554307485698e+05 3.583161917165996329e+03
1.216475604713686043e+06 3.439760037116928725e+05 3.582936236486035341e+03
1.216474042590816738e+06 3.439771116999753867e+05 3.582826541754152913e+03
1.216472511612944305e+06 3.439783461498082615e+05 3.582717032970349919e+03
1.216470844521983992e+06 3.439793450199880754e+05 3.582491910134624504e+03
1.216469024823542451e+06 3.439800488669730257e+05 3.582382773246977649e+03
1.216467185220259475e+06 3.439807234255183139e+05 3.582158022307409738e+03
1.216465380825757515e+06 3.439815225069044391e+05 3.582049257315919931e+03
1.216463652342317160e+06 3.439824251626050682e+05 3.581824878272509523e+03
1.216461957032039994e+06 3.439832857605207246e+05 3.581600685177176729e+03
1.216459992538629100e+06 3.439833895525588305e+05 3.581376678029922914e+03
1.216458191709242761e+06 3.439839426292573335e+05 3.581268656830747204e+03
